locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T17:00:00+00:00', 'local': '2021-11-20T00:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T16:00:00+00:00', 'local': '2021-11-19T23:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T15:00:00+00:00', 'local': '2021-11-19T22:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T14:00:00+00:00', 'local': '2021-11-19T21:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-19T13:00:00+00:00', 'local': '2021-11-19T20:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-19T12:00:00+00:00', 'local': '2021-11-19T19:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-19T11:00:00+00:00', 'local': '2021-11-19T18:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-19T10:00:00+00:00', 'local': '2021-11-19T17:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-19T09:00:00+00:00', 'local': '2021-11-19T16:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-19T08:00:00+00:00', 'local': '2021-11-19T15:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T07:00:00+00:00', 'local': '2021-11-19T14:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T06:00:00+00:00', 'local': '2021-11-19T13:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T05:00:00+00:00', 'local': '2021-11-19T12:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T04:00:00+00:00', 'local': '2021-11-19T11:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T03:00:00+00:00', 'local': '2021-11-19T10:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T02:00:00+00:00', 'local': '2021-11-19T09:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T01:00:00+00:00', 'local': '2021-11-19T08:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,11.0,"{'utc': '2021-11-19T00:00:00+00:00', 'local': '2021-11-19T07:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T23:00:00+00:00', 'local': '2021-11-19T06:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T22:00:00+00:00', 'local': '2021-11-19T05:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T21:00:00+00:00', 'local': '2021-11-19T04:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T20:00:00+00:00', 'local': '2021-11-19T03:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T19:00:00+00:00', 'local': '2021-11-19T02:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T18:00:00+00:00', 'local': '2021-11-19T01:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T17:00:00+00:00', 'local': '2021-11-19T00:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T16:00:00+00:00', 'local': '2021-11-18T23:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T15:00:00+00:00', 'local': '2021-11-18T22:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T12:00:00+00:00', 'local': '2021-11-18T19:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T11:00:00+00:00', 'local': '2021-11-18T18:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T10:00:00+00:00', 'local': '2021-11-18T17:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,12.0,"{'utc': '2021-11-18T09:00:00+00:00', 'local': '2021-11-18T16:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-18T08:00:00+00:00', 'local': '2021-11-18T15:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-18T07:00:00+00:00', 'local': '2021-11-18T14:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-18T06:00:00+00:00', 'local': '2021-11-18T13:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-18T05:00:00+00:00', 'local': '2021-11-18T12:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-18T04:00:00+00:00', 'local': '2021-11-18T11:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-18T03:00:00+00:00', 'local': '2021-11-18T10:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-18T02:00:00+00:00', 'local': '2021-11-18T09:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-18T01:00:00+00:00', 'local': '2021-11-18T08:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-18T00:00:00+00:00', 'local': '2021-11-18T07:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T23:00:00+00:00', 'local': '2021-11-18T06:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T21:00:00+00:00', 'local': '2021-11-18T04:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T20:00:00+00:00', 'local': '2021-11-18T03:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T19:00:00+00:00', 'local': '2021-11-18T02:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T18:00:00+00:00', 'local': '2021-11-18T01:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T17:00:00+00:00', 'local': '2021-11-18T00:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T15:00:00+00:00', 'local': '2021-11-17T22:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T14:00:00+00:00', 'local': '2021-11-17T21:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T13:00:00+00:00', 'local': '2021-11-17T20:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T12:00:00+00:00', 'local': '2021-11-17T19:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T11:00:00+00:00', 'local': '2021-11-17T18:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T10:00:00+00:00', 'local': '2021-11-17T17:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T09:00:00+00:00', 'local': '2021-11-17T16:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T08:00:00+00:00', 'local': '2021-11-17T15:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T07:00:00+00:00', 'local': '2021-11-17T14:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T06:00:00+00:00', 'local': '2021-11-17T13:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T05:00:00+00:00', 'local': '2021-11-17T12:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T04:00:00+00:00', 'local': '2021-11-17T11:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T03:00:00+00:00', 'local': '2021-11-17T10:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-17T01:00:00+00:00', 'local': '2021-11-17T08:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T23:00:00+00:00', 'local': '2021-11-17T06:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T22:00:00+00:00', 'local': '2021-11-17T05:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T21:00:00+00:00', 'local': '2021-11-17T04:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T20:00:00+00:00', 'local': '2021-11-17T03:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T19:00:00+00:00', 'local': '2021-11-17T02:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T18:00:00+00:00', 'local': '2021-11-17T01:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T17:00:00+00:00', 'local': '2021-11-17T00:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T15:00:00+00:00', 'local': '2021-11-16T22:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T13:00:00+00:00', 'local': '2021-11-16T20:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T12:00:00+00:00', 'local': '2021-11-16T19:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T11:00:00+00:00', 'local': '2021-11-16T18:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T10:00:00+00:00', 'local': '2021-11-16T17:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T09:00:00+00:00', 'local': '2021-11-16T16:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T08:00:00+00:00', 'local': '2021-11-16T15:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T07:00:00+00:00', 'local': '2021-11-16T14:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T06:00:00+00:00', 'local': '2021-11-16T13:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T05:00:00+00:00', 'local': '2021-11-16T12:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,14.0,"{'utc': '2021-11-16T04:00:00+00:00', 'local': '2021-11-16T11:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T03:00:00+00:00', 'local': '2021-11-16T10:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
225583,Mobile Air Quality Monitoring unit No.04,pm25,13.0,"{'utc': '2021-11-16T02:00:00+00:00', 'local': '2021-11-16T09:00:00+07:00'}",µg/m³,"{'latitude': 18.804718, 'longitude': 98.896851}",TH,,False,,Governmental Organization,reference grade
